Tabela/View;Português do Brasil (Nativo);Espanhol
E900HOO;O.P./O.S. - Horários Ocupados por O.Ps./O.Ss.;O.P. - Horarios Ocupados por O.Ps.
E900ICP;OP - Incorporação Produtos;OP - Incorporación de Productos
E900IPR;O.P./O.S. - Itens do processo de remessa para terceiros;OP/OS - Elementos del proceso de envío para terceros
E900IRS;O.P./O.S. - Informações para Remessa/Retorno de Serviço de Terceiros;O.P. - Informaciones para Remesa/Regreso de Servicios de Terceros
E900LRR;Leitura de OP's para Remessa e Retorno de Serviço de Terceiros;Lectura de OP's para Remesa y Retorno de Servicio de Terceros
E900MEO;OP/OS - Movimento de Estoque;OP/OS - Movimiento de Depósito
E900NSR;O.P./O.S. - Narrativa da Seqüência Operacional;O.P. - Narrativa de la Secuencia Operacional
E900OBS;O.P./O.S. - Observações Adicionais da O.P.;O.P./O.S. - Observaciones Agregadas de la O.P. 
E900OOF;O.P./O.S. - Ferramentas/Equipamentos previstos para utilização na operação;O.P./O.S. - Herramientas/Equipos previstos para utilización en la operación
E900OOP;OP/OS - Sequência Operacional;OP/OS - Secuencia Operacional
E900OPR;O.P./O.S. - Ordens de Produção do processo de remessa para terceiros;OP/OS - Órdenes de Producción para el proceso de envío a terceros
E900ORC;O.P./O.S. - Ocupação dos Recursos no Calendário Industrial;O.P. - Ocupación de los Recursos en el Calendario Industrial
E900POP;O.P./O.S. - Pedidos da O.P./O.S.;O.P. - Pedidos de la O.P.
E900QDO;O.P./O.S. - Quantidades para Produto/Serviço e Derivação;O.P./O.S. - Cantidades para Producto/Servicio y Derivación 
E900RCP;O.P./O.S. - Remessa de componentes da OP;OP/OS - Envío de componentes OP
E900RIN;OP/OS - Remessa/Retorno Serviços Terceiros - Ligação Item Nota Fiscal Venda;OP/OS - Remesa/Retorno Servicios Terceros - Enlace Elemento Factura Venta
E900ROP;O.P./O.S. - Agrupamentos de O.Ps./O.Ss. p/ Derivação (Reprocesso/Sumarização);O.P. - Agrupamiento de O.P.s para Derivación (Reproceso/ Sumario)
E900SET;O.P./O.S. - Controle de Remessa/Retorno Serviços Terceiros;O.P. - Control de Remesa / Regreso Servicio a Terceros
E900SOP;O.P./O.S. - Serviços Executados por Terceiros;O.P. - Servicios Ejecutados por Terceros
E900SPR;OP/OS - Subproduto;OP/OS - Subproducto
E906GRP;Produção - Grupos de Operadores;Producción - Grupos de Operadores
E906OPE;Produção - Operadores;Producción - Operadores
E916PAR;Tabelas - Parâmetros por Form;Tablas - Parámetros por Form
E930MPO;Parada de Recurso para o Painel OEE;Parada de Recurso para el Panel OEE
E930MPR;Parada de Recurso;Parada de Recurso
E930OBP;Parada de Equipamento - Observações;Parada de Equipamiento - Observaciones
E930PRE;Parada de Equipamento - Dados Gerais;Parada de Equipamiento - Datos Generales
E930PRO;Parada de Equipamento - Dados Gerais para o Painel OEE;Parada de Equipo - Datos Generales para el Panel OEE
E996PIP;Pendências de integração via processo automático;Pendencias de integración vía proceso automático
E996RPP;Retorno das pendências de integração via processo automático;Retorno de las pendencias de integración vía proceso automático
E997EXT;Integrações - Ligação de Usuário G5 com Usuário G7;Integraciones - Relación de Usuario G5 con Usuario G7
E997PXT;Tabelas - Parâmetros do ERP XT;Tablas - Parámetros del ERP XT
E997TAP;Integrações - Tokens por aplicação para integração SeniorX;Integraciones - Tokens por aplicación para integración SeniorX
E998CLI;Integrações - WMS - Clientes;Integraciones - WMS - Clientes
E998CTA;Integrações - Cotei - Pendência de envio de Compradores;Integraciones - Cotei - Pendiente de envío del Comprador
E998CTC;Integrações - Cotei - Pendência de Envio das Condições de Pagamento;Integraciones - Cotei - Pendencia de Envío de las Condiciones de Pago
E998CTE;Integrações - Cotei - Fila de Cotações Pendentes para Envio;Integraciones - Cotei - Fila de Cotizaciones Pendientes para Envío
E998CTF;Integrações - Cotei - Cotações Finalizadas;Integraciones - Cotei - Cotizaciones Finalizadas
E998CTO;Integrações - Cotei - Fornecedores Pendentes da Fila de Cotações;Integraciones - Cotei - Proveedores Pendientes de la Fila de Cotizaciones
E998CTR;Integrações - Cotei - Fila de Cotações Pendentes de Retorno;Integraciones - Cotei - Fila de Cotizaciones Pendientes de Retorno
E998EME;Integrações - WMS - Ordem de Recebimento - Movimento Estoque Manuais;Integraciones - WMS - Orden de Recibo - Manuales de Movimiento de Inventario
E998FOR;Integrações - WMS - Fornecedores;Integraciones - WMS - Proveedores
E998GDE;X Platfom - GED - Declaração para GED;Plataforma X - GED - Declaración para GED
E998GED;X Platfom - GED - Arquivo para GED;Plataforma X - GED - Archivo para GED
E998IME;Tabelas - Integrações - Integração Mercado Eletrônico;Tablas - Integraciones - Integración del Mercado Electrónico
E998IOR;Integrações - WMS - Ordem de Recebimento - Itens de Produto;Integraciones - WMS - Orden de recibo - Artículos de producto
E998IOS;Integrações - WMS - Ordem de Separação - Itens de Produto;Integraciones - WMS - Orden de preparación - Artículos de producto
E998IRW;Integrações -  Ordem de Recebimento - Itens de Produto conferidos no wms;Integraciones -  Orden de Recibimiento - Ítems de Producto conferidos en el wms
E998LOS;Integrações - WMS - Ordem de Separação - Lotes dos Itens de Produto;Integraciones - WMS - Orden de selección - Lotes de artículos de producto
E998LSC;Integrações - WMS - Lotes e séries conferidos;Integraciones - WMS - Lotes y series comprobadas
E998LSR;Integrações - WMS - Lotes e séries originais da Ordem de Recebimento;Integraciones - WMS - Lotes y series de pedidos de recepción originales
E998MEW;Integrações - WMS - Ordem de Separação - Movimento Estoque originados no wms;Integraciones - WMS - Orden de Picking - Movimiento de Stock con origen en wms
E998NFC;Integrações - WMS - Ordem de Recebimento - Nota Fiscal de Entrada;Integraciones - WMS - Orden de recepción - Factura entrante
E998NFV;Integrações - WMS - Nota Fiscal de Saída X Ordem Separação;Integraciones - WMS - Factura saliente X Orden de separación
E998ORC;Integrações - WMS - Ordem de Recebimdnto - Dados Gerais;Integraciones - WMS - Orden de Recibo - Datos Generales
E998ORM;Integrações - WMS - Ordem de Produção ERP(Apontamento de produção) X Ordem de Recebimento;Integraciones - WMS - Orden de Producción ERP (Nota de Producción)
E998ORP;Integrações - WMS - Ordem de Recebimento - Payloads;Integraciones - WMS - Orden de recibo - Cargas útiles
E998ORW;Integrações - WMS - Ordem de Recebimdnto no Wms;Integraciones - WMS - Orden de Recibo en Wms
E998OSC;Integrações - WMS - Ordem de Separação - Dados Gerais;Integraciones - WMS - Orden de Separación - Datos Generales
E998OSE;Integrações - WMS - Ordem de Separação - Ordens de origem externa;Integraciones - WMS - Picking Order - Pedidos de origen externo
E998OSM;Integrações - WMS - Ordem de Produção ERP X Ordem Separação;Integraciones - WMS - Orden de producción ERP
E998OSP;Integrações - WMS - Ordem de Separação - Payloads;Integraciones - WMS - Recogida de pedidos - Cargas útiles
E998OSR;Integrações - WMS - Requisição de Estoque ERP x Ordem de Separação;Integraciones - WMS - ERP Solicitud de stock x Orden de recogida
E998PED;Integrações - WMS SILT - Pedido de Venda X Ordem Separação;Integraciones - WMS SILT - Pedido de Venta X Orden Separación
E998PFE;Integrações - WMS - Pré-fatura X Ordem Separação;Integraciones - WMS - Prefactura X Separación de Pedidos
E998PIS;Integrações - WMS - Ordem de Separação - Itens de Produto - Personalização;Integraciones - WMS - Orden de preparación - Artículos de producto - Personalización
E998POS;Integrações - WMS - Ordem de Separação - Dados Gerais - Personalização;Integraciones - WMS - Orden de Picking - Datos Generales - Personalización
E998PRO;Integrações - WMS - Produtos;Integraciones - WMS - Productos
E998SMA;Integrações - WMS - Ordem de Separação/Recebimento - Movimentos/Transferências de Estoque Agrupados;Integraciones - WMS - Recogida/Recepción de Orden - Movimientos/Transferencias de Stock Agrupados
E998SME;Integrações - WMS - Ordem de Separação - Movimento Estoque Manuais;Integraciones - WMS - Orden de Picking - Manuales de Movimiento de Inventario
E998SOS;Integrações - WMS - Ordem de Separação - Séries dos Itens de Produto;Integraciones - WMS - Orden de preparación - Serie de artículos del producto
E998SXT;Integrações - WMS - Lotes de Integração;Integraciones - WMS - Lotes de integración
E998TRA;Integrações - WMS - Transportadoras;Integraciones - WMS - Operadores
E999EOT;Evento de origem das tarefas de usuários para envio ao Workflow 2.0;Evento de origen de las tareas de usuarios para envío al Workflow 2.0
E999FER;Fila de eventos ocorridos em rotinas para processamento e envio ao Workflow 2.0;Fila de eventos ocurridos en rutinas para procesamiento y envío al Workflow 2.0
E999HCP;Histórico dos envios/retornos das tarefas Workflow 2.0;Historial de envío/devolución de tareas de Workflow 2.0
E999HEO;Histórico do evento de origem das tarefas de usuários enviadas ao Workflow 2.0;Histórico del evento de origen de las tareas de usuarios enviadas al Workflow 2.0
E999IPF;Imagens para Homepage-XT de Filial;Imágenes para Branch Homepage-XT
E999MSH;Mensagens de Sistema Homepage-XT;Mensajes del sistema Homepage-XT
E999PPW;Processos personalizados para integração com o Workflow 2.0;Procesos personalizados para integración con el Workflow 2.0
E999ROW;Registros de ocorrências dos processos de envio ao Workflow 2.0;Registros de ocurrencias de los procesos de envío al Workflow 2.0
E999TES;Tarefas de usuários para envio ao Workflow 2.0;Tareas de usuarios para envío al Workflow 2.0
FIN_INTEGRACAO_PENDENC;Tabela primitivas oriundas da G7 que não foram importadas com êxito;Tabla primitivas oriundas de la G7 que no fueron importadas con éxito
MGOE_APONTAMENTO_PARADA;Tabela de Consolidação dos Apontamentos de Paradas OEE;Tabla de Consolidación de Apuntamientos de Paradas OEE
MGOE_CALEND_FABRIL;Tabela de Calendário Fabril OEE;Tabla de Calendario Fabril OEE
MGOE_CENTRO_RECURSO;Tabela de Centro de Recursos OEE;Tabla de Centro de Recurso OEE
MGOE_CENTRO_RECURSO_HIST;Tabela de Histórico de Centro de Recurso OEE;Tabla de Historial de Centro de Recurso OEE
MGOE_DISPOSITIVO;Tabela de Dispositivos de Visualização OEE;Tabla de Dispositivos de Visualización OEE
MGOE_DISP_CENTRO_RECURSO;Tabela de Centro de Recurso por Dispositivos de Visualização OEE;Tabla de Centro de Recurso por Dispositivos de Visualización OEE
MGOE_INDICADOR;Tabela de Cálculo de Indicadores OEE;Tabla de Cálculo de Indicadores OEE
MGOE_MOVIMENTO_OP;Tabela de Consolidação dos Apontamentos de Produção OEE;Tabla de Consolidación de Apuntamientos de Producción OEE
MGOE_NOTIFICACAO;Tabela de Notificações de Apontamentos de Produção OEE;Tabla de Notificaciones de Apuntamiento de Producción OEE
MGOE_PARAMETRO_INDICE;Tabela de Parâmetros de Indicadores OEE;Tabla de Parámetros de Indicadores OEE
MGOE_PENDENCIA_CALCULO;Tabela de Datas Pendentes de Cálculo de Indicadores OEE;Tabla de Fechas de Calculo de indicadores OEE
MGOE_RECURSO_HIST;Tabela de Histórico de Recursos OEE;Tabla de Historial de Recurso OEE
R900ACP;Usuários Informações complementares;Usuarios Informaciones complementares
R900ALK;Modo de acesso dos aplicativos (tipo de login utilizado);Modo de acceso de los aplicativos (tipo de login utilizado)
R900APD;Cadastro Usuários People Data;Registro Usuarios People Fecha 
R900CMC;Registro de comandos SQL em ambientes Cloud;Registro de comandos SQL en ambientes Cloud
R900CPG;Grupos - Informações complementares;Grupos - Informaciones complementares
R900CPL;Usuários - Informações complementares;Usuarios - Informaciones complementares
R900DBA;Eventos a serem monitorados pelo CBDS;Eventos que serán monitoreados por el CBDS
R900DBR;Direitos do CBDS;Derechos del CBDS
R900DFA;Padrão de permissão de acesso para novos menus;Estándar de permisión de acceso para nuevos menús
R900DSB;Usuários - Designations of Substitutes;Usuarios - Designations of Substitutes
R900DUS;Dados de uso do sistema (deprecada);Datos de uso del sistema (deprecada)
R900FAC;Usuários - Forms Access;Usuarios - Forms Access
R900GDC;Cubo de Decisão - Controle de Usuários;Cubo de Decisión - Control de Usuarios
R900GEX;Exportador - Controle de Usuários;Exportador - Control de Usuarios
R900GIM;Importador - Controle de Usuários;Importar - Control de Usuarios
R900GLP;Informação sobre geração de log de alterações de permissões;Información sobre generación de log de alteraciones de permisos
R900GPR;Genérica - Global Parameters;Genérica - Global Parameters
R900GQU;Gerador de Consultas - Controle de Usuários;Generador de Consultas - Control de Usuarios
R900GRP;Usuários - Group Members;Usuarios - Group Members
R900GRT;Gerador de Relatórios - Controle de Usuários;Generador de Informes - Control de Usuarios
R900IG6;Tabelas para integração com G6;Tablas para integración con G6
R900IMB;Define as tabelas que serão monitoradas pelas aplicativos do Mobilidade;Define las tablas que serán monitoreadas por los aplicativos de movilidad 
R900IMC;Descreve as alterações realizadas nos registros das tabelas monitoradas.;Describe las alteraciones realizadas en los registros de las tablas monitoreadas.
R900LCN;Log - Controlador de Registros em R900LOG;Log - Controlador de Registros en Log R900LOG
R900LDC;Configuração de LDAP;Configuración de LDAP
R900LOG;Log - Eventos Registrados;Log - Eventos Registrados
R900LSO;SGU - Logon com usuário do SO;SGU - Logon con usuarios del SO
R900LSV;Log - Valores de direito de acesso do Visualizador de Eventos;Log - Valores de derecho de acceso del Visualizador de Eventos
R900NDS;Dados de uso do sistema (sequência);Datos de uso del sistema (secuencia)
R900NTF;Notificações;Notificaciones
R900NXV;Controle da rotina que retorna próximo valor de campo chave;Control de la rutina que regresa próximo valor de campo clave
R900PAC;G6 - Permissões de Perspectivas;G6 - Permisos de Perspectivas
R900PCT;Permissões de Configuração de Tela;Permisos de Configuración de Pantalla
R900PDT;Usuários - People Data;Usuarios - People Data
R900PEN;Perspectivas de Negócio - Controle de Usuários;Perspectivas de negocio - Control de Usuarios
R900POL;Usuários - Policies;Usuarios - Policies
R900PPL;Usuários - People;Usuarios - People
R900RPP;Regras por evento;Reglas por evento
R900RUL;Regras - controle de usuários;Reglas - Control de usuarios
R900TAC;G6 - Permissões de tags de perspectivas;G6 - Permisos de tags de perspectivas
R900TSV;Valores de direito de Acesso a tabelas e campos;Valores de derecho de Acceso a Tablas y Campos
R900UAD;Usuários - User Audit Definitions;Usuarios - User Audit Definitions
R900UPR;Genérica - User Parameters;Genérica - User Parameters
R900URG;Usuários - User Rights;Usuarios - User Rights
R900WPR;Usuários - Week Periods;Usuarios - Week Periods
R900WSC;Configurações de Webservice;Configuraciones de Webservice
R900WSL;Lista de Webservices;Lista de Webservices
R901CFG;LGPD - Configurações Gerais;LGPD* - Configuraciones Generales
R901ENV;LGPD - Campos de Informações de Envolvidos no Dossiê;LGPD* - Campos de Informaciones de Envueltos en el Dosier
R901INF;LGPD - Informações do Dossiê;LGPD* - Informaciones del Dosier
R901LOG;LGPD - Log de exclusão/anonimização;LGPD* - Log de exclusión/anonimización
R901OPE;LGPD - Informações do Usuário Operador da LGPD;LGPD* - Informaciones del Usuario Operador de la LGPD*
R901UVG;Usuários - User View Groups;Usuarios - User View Groups
R901UVP;Usuários - User Views for People;Usuarios - User Views for People
